column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
DYNLRB1.3845.51.2,numeric,Dynein light chain roadblock-type 1 (DYNLRB1),3845-51,SL011530,Dynein light chain roadblock-type 1,DLRB1,Q9NP97,83658,DYNLRB1,Human,Protein,PASS,127,0,0
ETHE1.3847.56.2,numeric,"Persulfide dioxygenase ETHE1, mitochondrial (ETHE1)",3847-56,SL011532,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,O95571,23474,ETHE1,Human,Protein,PASS,107,0,0
GAPDH.3848.14.2,numeric,,,,,,,,,,,,152,0,0
GFP.3849.56.2,numeric,Green fluorescent protein_AEQVI (GFP),3849-56,SL000435,Green fluorescent protein_AEQVI,GFP_AEQVI,P42212,"",GFP,Aequorea victoria (Jellyfish),Non-Human,PASS,118,0,0
DNAJB1.3852.19.2,numeric,DnaJ homolog subfamily B member 1 (DNAJB1),3852-19,SL000449,DnaJ homolog subfamily B member 1,HSP 40,P25685,3337,DNAJB1,Human,Protein,PASS,121,0,0
MDH1.3853.56.1,numeric,"Malate dehydrogenase, cytoplasmic (MDH1)",3853-56,SL008102,"Malate dehydrogenase, cytoplasmic",MDHC,P40925,4190,MDH1,Human,Protein,PASS,152,0,0
NACA.3854.24.1,numeric,Nascent polypeptide-associated complex subunit alpha (NACA),3854-24,SL011631,Nascent polypeptide-associated complex subunit alpha,NACA,Q13765,4666,NACA,Human,Protein,PASS,139,0,0
PRDX1.3855.56.1,numeric,Peroxiredoxin-1 (PRDX1),3855-56,SL004919,Peroxiredoxin-1,Peroxiredoxin-1,Q06830,5052,PRDX1,Human,Protein,PASS,152,0,0
ACP1.3858.5.1,numeric,Low molecular weight phosphotyrosine protein phosphatase (ACP1),3858-5,SL008063,Low molecular weight phosphotyrosine protein phosphatase,PPAC,P24666,52,ACP1,Human,Protein,PASS,146,0,0
PSMA1.3859.50.2,numeric,Proteasome subunit alpha type-1 (PSMA1),3859-50,SL010973,Proteasome subunit alpha type-1,PSA1,P25786,5682,PSMA1,Human,Protein,PASS,131,0,0
PSMA6.3860.7.2,numeric,Proteasome subunit alpha type-6 (PSMA6),3860-7,SL005630,Proteasome subunit alpha type-6,PSA6,P60900,5687,PSMA6,Human,Protein,PASS,133,0,0
RPS7.3864.5.2,numeric,40S ribosomal protein S7 (RPS7),3864-5,SL011528,40S ribosomal protein S7,RS7,P62081,6201,RPS7,Human,Protein,PASS,119,0,0
SBDS.3866.7.2,numeric,Ribosome maturation protein SBDS (SBDS),3866-7,SL011529,Ribosome maturation protein SBDS,SBDS,Q9Y3A5,51119,SBDS,Human,Protein,PASS,143,0,0
SEZ6L2.3867.49.1,numeric,Seizure 6-like protein 2 (SEZ6L2),3867-49,SL011630,Seizure 6-like protein 2,SE6L2,Q6UXD5,26470,SEZ6L2,Human,Protein,PASS,118,0,0
SGTA.3868.8.1,numeric,Small glutamine-rich tetratricopeptide repeat-containing protein alpha (SGTA),3868-8,SL011533,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA,O43765,6449,SGTA,Human,Protein,PASS,132,0,0
TPT1.3872.2.1,numeric,Translationally-controlled tumor protein (TPT1),3872-2,SL005679,Translationally-controlled tumor protein,TCTP,P13693,7178,TPT1,Human,Protein,PASS,152,0,0
TPO.3873.51.2,numeric,Thyroid peroxidase (TPO),3873-51,SL000588,Thyroid peroxidase,TMA,P07202,7173,TPO,Human,Protein,PASS,136,0,0
UBE2L3.3874.8.1,numeric,Ubiquitin-conjugating enzyme E2 L3 (UBE2L3),3874-8,SL008157,Ubiquitin-conjugating enzyme E2 L3,UB2L3,P68036,7332,UBE2L3,Human,Protein,PASS,123,0,0
ARID3A.3875.62.1,numeric,AT-rich interactive domain-containing protein 3A (ARID3A),3875-62,SL011549,AT-rich interactive domain-containing protein 3A,ARI3A,Q99856,1820,ARID3A,Human,Protein,PASS,124,0,0
CDC37.3879.50.1,numeric,Hsp90 co-chaperone Cdc37 (CDC37),3879-50,SL011232,Hsp90 co-chaperone Cdc37,CDC37,Q16543,11140,CDC37,Human,Protein,PASS,85,0,0
DYNLL1.3881.49.2,numeric,"Dynein light chain 1, cytoplasmic (DYNLL1)",3881-49,SL003753,"Dynein light chain 1, cytoplasmic",DLC8,P63167,8655,DYNLL1,Human,Protein,PASS,130,0,0
KPNB1.3887.90.2,numeric,Importin subunit beta-1 (KPNB1),3887-90,SL010927,Importin subunit beta-1,IMB1,Q14974,3837,KPNB1,Human,Protein,PASS,145,0,0
ING1.3888.8.1,numeric,Inhibitor of growth protein 1 (ING1),3888-8,SL009628,Inhibitor of growth protein 1,ING1,Q9UK53,3621,ING1,Human,Protein,PASS,142,0,0
LMNB1.3889.64.2,numeric,Lamin-B1 (LMNB1),3889-64,SL006132,Lamin-B1,Lamin-B1,P20700,4001,LMNB1,Human,Protein,PASS,132,0,0
LDHB.3890.8.2,numeric,L-lactate dehydrogenase B chain (LDHB),3890-8,SL000493,L-lactate dehydrogenase B chain,LDH-H 1,P07195,3945,LDHB,Human,Protein,PASS,152,0,0
MBD4.3891.56.1,numeric,Methyl-CpG-binding domain protein 4 (MBD4),3891-56,SL009629,Methyl-CpG-binding domain protein 4,MBD4,O95243,8930,MBD4,Human,Protein,PASS,98,0,0
MED1.3892.21.2,numeric,Mediator of RNA polymerase II transcription subunit 1 (MED1),3892-21,SL010328,Mediator of RNA polymerase II transcription subunit 1,MED-1,Q15648,5469,MED1,Human,Protein,PASS,136,0,0
MSLN.3893.64.1,numeric,Mesothelin (MSLN),3893-64,SL001905,Mesothelin,Mesothelin,Q13421,10232,MSLN,Human,Protein,PASS,111,0,0
NAGK.3894.15.2,numeric,N-acetyl-D-glucosamine kinase (NAGK),3894-15,SL005629,N-acetyl-D-glucosamine kinase,NAGK,Q9UJ70,55577,NAGK,Human,Protein,PASS,145,0,0
PGAM1.3896.5.2,numeric,Phosphoglycerate mutase 1 (PGAM1),3896-5,SL004820,Phosphoglycerate mutase 1,Phosphoglycerate mutase 1,P18669,5223,PGAM1,Human,Protein,PASS,152,0,0
PDXP.3897.61.1,numeric,Pyridoxal phosphate phosphatase (PDXP),3897-61,SL011709,Pyridoxal phosphate phosphatase,PLPP,Q96GD0,57026,PDXP,Human,Protein,PASS,145,0,0
PSMD7.3898.5.2,numeric,26S proteasome non-ATPase regulatory subunit 7 (PSMD7),3898-5,SL007266,26S proteasome non-ATPase regulatory subunit 7,PSD7,P51665,5713,PSMD7,Human,Protein,PASS,117,0,0
SKP1.3902.21.2,numeric,S-phase kinase-associated protein 1 (SKP1),3902-21,SL008808,S-phase kinase-associated protein 1,SKP1,P63208,6500,SKP1,Human,Protein,PASS,149,0,0
SNX4.3903.49.2,numeric,Sorting nexin-4 (SNX4),3903-49,SL005372,Sorting nexin-4,Sorting nexin 4,O95219,8723,SNX4,Human,Protein,PASS,124,0,0
UBE2N.3905.62.1,numeric,Ubiquitin-conjugating enzyme E2 N (UBE2N),3905-62,SL008143,Ubiquitin-conjugating enzyme E2 N,UBE2N,P61088,7334,UBE2N,Human,Protein,PASS,152,0,0
DDR1.4122.12.2,numeric,Epithelial discoidin domain-containing receptor 1 (DDR1),4122-12,SL004119,Epithelial discoidin domain-containing receptor 1,discoidin domain receptor 1,Q08345,780,DDR1,Human,Protein,PASS,138,0,0
FGF4.4123.60.2,numeric,Fibroblast growth factor 4 (FGF4),4123-60,SL003171,Fibroblast growth factor 4,FGF-4,P08620,2249,FGF4,Human,Protein,PASS,120,0,0
HSPA1A.4124.24.2,numeric,Heat shock 70 kDa protein 1A (HSPA1A),4124-24,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,Protein,PASS,144,0,0
AGER.4125.52.2,numeric,"Advanced glycosylation end product-specific receptor, soluble (AGER)",4125-52,SL003680,"Advanced glycosylation end product-specific receptor, soluble",sRAGE,Q15109,177,AGER,Human,Protein,PASS,131,0,0
BPI.4126.22.1,numeric,Bactericidal permeability-increasing protein (BPI),4126-22,SL004511,Bactericidal permeability-increasing protein,BPI,P17213,671,BPI,Human,Protein,PASS,127,0,0
C6.4127.75.1,numeric,Complement component C6 (C6),4127-75,SL000322,Complement component C6,C6,P13671,729,C6,Human,Protein,PASS,152,0,0
CCL24.4128.27.2,numeric,C-C motif chemokine 24 (CCL24),4128-27,SL003104,C-C motif chemokine 24,Eotaxin-2,O00175,6369,CCL24,Human,Protein,PASS,118,0,0
CFB.4129.72.1,numeric,Complement factor B (CFB),4129-72,SL000414,Complement factor B,Factor B,P00751,629,CFB,Human,Protein,PASS,152,0,0
FGF6.4130.71.1,numeric,Fibroblast growth factor 6 (FGF6),4130-71,SL004340,Fibroblast growth factor 6,FGF-6,P10767,2251,FGF6,Human,Protein,PASS,102,0,0
FN1.4131.72.2,numeric,Fibronectin (FN1),4131-72,SL000426,Fibronectin,Fibronectin,P02751,2335,FN1,Human,Protein,PASS,152,0,0
FST.4132.27.2,numeric,Follistatin (FST),4132-27,SL000674,Follistatin,FST,P19883,10468,FST,Human,Protein,PASS,117,0,0
GZMB.4133.54.2,numeric,Granzyme B (GZMB),4133-54,SL004068,Granzyme B,Granzyme B,P10144,3002,GZMB,Human,Protein,PASS,97,0,0
IGHE.IGK.IGL.4135.84.2,numeric,Immunoglobulin E (IGHE.IGK.IGL),4135-84,SL000461,Immunoglobulin E,IgE,P01854,3497  50802 3535,IGHE.IGK.IGL,Human,Protein,PASS,129,0,0
IL17D.4136.40.2,numeric,Interleukin-17D (IL17D),4136-40,SL004353,Interleukin-17D,IL-17D,Q8TAD2,53342,IL17D,Human,Protein,PASS,146,0,0
IL25.4137.57.2,numeric,Interleukin-25 (IL25),4137-57,SL004351,Interleukin-25,IL-17E,Q9H293,64806,IL25,Human,Protein,PASS,119,0,0
IL20.4138.25.2,numeric,Interleukin-20 (IL20),4138-25,SL004346,Interleukin-20,IL-20,Q9NYY1,50604,IL20,Human,Protein,PASS,100,0,0
IL7.4140.3.2,numeric,Interleukin-7 (IL7),4140-3,SL000483,Interleukin-7,IL-7,P13232,3574,IL7,Human,Protein,PASS,113,0,0
CXCL10.4141.79.1,numeric,C-X-C motif chemokine 10 (CXCL10),4141-79,SL003183,C-X-C motif chemokine 10,IP-10,P02778,3627,CXCL10,Human,Protein,PASS,152,0,0
XCL1.4143.74.2,numeric,Lymphotactin (XCL1),4143-74,SL003186,Lymphotactin,Lymphotactin,P47992,6375,XCL1,Human,Protein,PASS,130,0,0
CCL13.4144.13.1,numeric,C-C motif chemokine 13 (CCL13),4144-13,SL000517,C-C motif chemokine 13,MCP-4,Q99616,6357,CCL13,Human,Protein,PASS,93,0,0
NTF3.4145.58.2,numeric,Neurotrophin-3 (NTF3),4145-58,SL004359,Neurotrophin-3,Neurotrophin-3,P20783,4908,NTF3,Human,Protein,PASS,92,0,0
NTF4.4146.58.2,numeric,Neurotrophin-4 (NTF4),4146-58,SL004360,Neurotrophin-4,Neurotrophin-5,P34130,4909,NTF4,Human,Protein,PASS,124,0,0
PAPPA.4148.49.2,numeric,Pappalysin-1 (PAPPA),4148-49,SL002755,Pappalysin-1,PAPP-A,Q13219,5069,PAPPA,Human,Protein,PASS,144,0,0
PDGFB.4149.8.2,numeric,Platelet-derived growth factor subunit B (PDGFB),4149-8,SL000537,Platelet-derived growth factor subunit B,PDGF-BB,P01127,5155,PDGFB,Human,Protein,PASS,113,0,0
PLG.4150.75.2,numeric,Plasmin (PLG),4150-75,SL000540,Plasmin,Plasmin,P00747,5340,PLG,Human,Protein,PASS,134,0,0
PLG.4151.6.2,numeric,Plasminogen (PLG),4151-6,SL000541,Plasminogen,Plasminogen,P00747,5340,PLG,Human,Protein,PASS,152,0,0
KLKB1.4152.58.2,numeric,Plasma kallikrein (KLKB1),4152-58,SL000545,Plasma kallikrein,Prekallikrein,P03952,3818,KLKB1,Human,Protein,PASS,152,0,0
SERPINA3.4153.11.2,numeric,Alpha-1-antichymotrypsin complex (SERPINA3),4153-11,SL018548,Alpha-1-antichymotrypsin complex,alpha-1-antichymotrypsin complex,P01011,12,SERPINA3,Human,Protein,PASS,152,0,0
SELP.4154.57.2,numeric,P-selectin (SELP),4154-57,SL000560,P-selectin,P-Selectin,P16109,6403,SELP,Human,Protein,PASS,143,0,0
TNC.4155.3.2,numeric,Tenascin (TNC),4155-3,SL003198,Tenascin,Tenascin,P24821,3371,TNC,Human,Protein,PASS,151,0,0
TGFB2.4156.74.1,numeric,Transforming growth factor beta-2 (TGFB2),4156-74,SL000088,Transforming growth factor beta-2,TGF-b2,P61812,7042,TGFB2,Human,Protein,PASS,135,0,0
F2.4157.2.1,numeric,Thrombin (F2),4157-2,SL000586,Thrombin,Thrombin,P00734,2147,F2,Human,Protein,PASS,149,0,0
PLAU.4158.54.2,numeric,Urokinase-type plasminogen activator (PLAU),4158-54,SL000613,Urokinase-type plasminogen activator,uPA,P00749,5328,PLAU,Human,Protein,PASS,113,0,0
CFH.4159.130.1,numeric,Complement factor H (CFH),4159-130,SL000415,Complement factor H,Factor H,P08603,3075,CFH,Human,Protein,PASS,152,0,0
MMP2.4160.49.1,numeric,72 kDa type IV collagenase (MMP2),4160-49,SL000124,72 kDa type IV collagenase,MMP-2,P08253,4313,MMP2,Human,Protein,PASS,152,0,0
TF.4162.54.2,numeric,Serotransferrin (TF),4162-54,SL000601,Serotransferrin,Transferrin,P02787,7018,TF,Human,Protein,PASS,152,0,0
H2AFZ.4163.5.2,numeric,Histone H2A.z (H2AFZ),4163-5,SL002093,Histone H2A.z,Histone H2A.z,P0C0S5,3015,H2AFZ,Human,Protein,PASS,115,0,0
YWHAG.4179.57.3,numeric,14-3-3 protein gamma (YWHAG),4179-57,SL004989,14-3-3 protein gamma,14-3-3 protein gamma,P61981,7532,YWHAG,Human,Protein,PASS,152,0,0
EIF4EBP2.4184.43.3,numeric,Eukaryotic translation initiation factor 4E-binding protein 2 (EIF4EBP2),4184-43,SL008378,Eukaryotic translation initiation factor 4E-binding protein 2,4EBP2,Q13542,1979,EIF4EBP2,Human,Protein,PASS,93,0,0
PGD.4187.49.2,numeric,"6-phosphogluconate dehydrogenase, decarboxylating (PGD)",4187-49,SL000247,"6-phosphogluconate dehydrogenase, decarboxylating",6-Phosphogluconate dehydrogenase,P52209,5226,PGD,Human,Protein,PASS,152,0,0
AKR7A2.4188.1.2,numeric,Aflatoxin B1 aldehyde reductase member 2 (AKR7A2),4188-1,SL003658,Aflatoxin B1 aldehyde reductase member 2,Aflatoxin B1 aldehyde reductase,O43488,8574,AKR7A2,Human,Protein,PASS,144,0,0
AKR1A1.4192.10.2,numeric,Alcohol dehydrogenase [NADP(+)] (AKR1A1),4192-10,SL008039,Alcohol dehydrogenase [NADP(+)],AK1A1,P14550,10327,AKR1A1,Human,Protein,PASS,152,0,0
ANP32B.4194.26.3,numeric,Acidic leucine-rich nuclear phosphoprotein 32 family member B (ANP32B),4194-26,SL011769,Acidic leucine-rich nuclear phosphoprotein 32 family member B,AN32B,Q92688,10541,ANP32B,Human,Protein,PASS,150,0,0
CFL1.4203.50.2,numeric,Cofilin-1 (CFL1),4203-50,SL004920,Cofilin-1,Cofilin-1,P23528,1072,CFL1,Human,Protein,PASS,148,0,0
VTA1.4209.60.2,numeric,Vacuolar protein sorting-associated protein VTA1 homolog (VTA1),4209-60,SL004757,Vacuolar protein sorting-associated protein VTA1 homolog,DRG-1,Q9NP79,51534,VTA1,Human,Protein,PASS,136,0,0
EPS15L1.4212.5.3,numeric,Epidermal growth factor receptor substrate 15-like 1 (EPS15L1),4212-5,SL012188,Epidermal growth factor receptor substrate 15-like 1,EP15R,Q9UBC2,58513,EPS15L1,Human,Protein,PASS,111,0,0
HSD17B10.4217.49.3,numeric,3-hydroxyacyl-CoA dehydrogenase type-2 (HSD17B10),4217-49,SL004795,3-hydroxyacyl-CoA dehydrogenase type-2,ERAB,Q99714,3028,HSD17B10,Human,Protein,PASS,129,0,0
FER.4220.39.2,numeric,Tyrosine-protein kinase Fer (FER),4220-39,SL005588,Tyrosine-protein kinase Fer,FER,P16591,2241,FER,Human,Protein,PASS,63,0,0
SYNCRIP.4224.7.2,numeric,Heterogeneous nuclear ribonucleoprotein Q (SYNCRIP),4224-7,SL007022,Heterogeneous nuclear ribonucleoprotein Q,HNRPQ,O60506,10492,SYNCRIP,Human,Protein,PASS,124,0,0
EIF4G2.4230.1.2,numeric,Eukaryotic translation initiation factor 4 gamma 2 (EIF4G2),4230-1,SL011211,Eukaryotic translation initiation factor 4 gamma 2,IF4G2,P78344,1982,EIF4G2,Human,Protein,PASS,138,0,0
IGF1R.4232.19.2,numeric,Insulin-like growth factor 1 receptor (IGF1R),4232-19,SL003304,Insulin-like growth factor 1 receptor,IGF-I sR,P08069,3480,IGF1R,Human,Protein,PASS,152,0,0
IL1RL1.4234.8.2,numeric,Interleukin-1 receptor-like 1 (IL1RL1),4234-8,SL004146,Interleukin-1 receptor-like 1,IL-1 R4,Q01638,9173,IL1RL1,Human,Protein,PASS,149,0,0
LCMT1.4237.70.3,numeric,Leucine carboxyl methyltransferase 1 (LCMT1),4237-70,SL011770,Leucine carboxyl methyltransferase 1,LCMT1,Q9UIC8,51451,LCMT1,Human,Protein,PASS,131,0,0
PKM2.4240.31.2,numeric,Pyruvate kinase PKM (PKM2),4240-31,SL002650,Pyruvate kinase PKM,M2-PK,P14618,5315,PKM2,Human,Protein,PASS,152,0,0
L1CAM.4246.40.2,numeric,Neural cell adhesion molecule L1 (L1CAM),4246-40,SL004154,Neural cell adhesion molecule L1,NCAM-L1,P32004,3897,L1CAM,Human,Protein,PASS,152,0,0
NME2.4249.64.2,numeric,Nucleoside diphosphate kinase B (NME2),4249-64,SL004921,Nucleoside diphosphate kinase B,NDP kinase B,P22392,4831,NME2,Human,Protein,PASS,151,0,0
NSFL1C.4250.23.3,numeric,NSFL1 cofactor p47 (NSFL1C),4250-23,SL006268,NSFL1 cofactor p47,NSF1C,Q9UNZ2,55968,NSFL1C,Human,Protein,PASS,148,0,0
NUDCD3.4254.6.2,numeric,NudC domain-containing protein 3 (NUDCD3),4254-6,SL011768,NudC domain-containing protein 3,NUDC3,Q8IVD9,23386,NUDCD3,Human,Protein,PASS,127,0,0
PA2G4.4258.15.2,numeric,Proliferation-associated protein 2G4 (PA2G4),4258-15,SL008331,Proliferation-associated protein 2G4,PA2G4,Q9UQ80,5036,PA2G4,Human,Protein,PASS,150,0,0
PON1.4261.55.2,numeric,Serum paraoxonase/arylesterase 1 (PON1),4261-55,SL005493,Serum paraoxonase/arylesterase 1,paraoxonase 1,P27169,5444,PON1,Human,Protein,PASS,121,0,0
PES1.4267.81.3,numeric,Pescadillo homolog (PES1),4267-81,SL011772,Pescadillo homolog,PESC,O00541,23481,PES1,Human,Protein,PASS,118,0,0
PFDN5.4271.75.2,numeric,Prefoldin subunit 5 (PFDN5),4271-75,SL006705,Prefoldin subunit 5,PFD5,Q99471,5204,PFDN5,Human,Protein,PASS,139,0,0
GPI.4272.46.2,numeric,Glucose-6-phosphate isomerase (GPI),4272-46,SL000539,Glucose-6-phosphate isomerase,PHI,P06744,2821,GPI,Human,Protein,PASS,151,0,0
PEBP1.4276.10.2,numeric,Phosphatidylethanolamine-binding protein 1 (PEBP1),4276-10,SL005358,Phosphatidylethanolamine-binding protein 1,prostatic binding protein,P30086,5037,PEBP1,Human,Protein,PASS,152,0,0
P4HB.4278.14.3,numeric,Protein disulfide-isomerase (P4HB),4278-14,SL004901,Protein disulfide-isomerase,Protein disulfide-isomerase,P07237,5034,P4HB,Human,Protein,PASS,70,0,0
PSMA2.4280.47.2,numeric,Proteasome subunit alpha type-2 (PSMA2),4280-47,SL008865,Proteasome subunit alpha type-2,PSA2,P25787,5683,PSMA2,Human,Protein,PASS,131,0,0
RAN.4282.3.2,numeric,GTP-binding nuclear protein Ran (RAN),4282-3,SL005034,GTP-binding nuclear protein Ran,RAN,P62826,5901,RAN,Human,Protein,PASS,141,0,0
RBM39.4284.18.3,numeric,RNA-binding protein 39 (RBM39),4284-18,SL011535,RNA-binding protein 39,RBM39,Q14498,9584,RBM39,Human,Protein,PASS,114,0,0
NAPA.4292.5.3,numeric,Alpha-soluble NSF attachment protein (NAPA),4292-5,SL011202,Alpha-soluble NSF attachment protein,SNAA,P54920,8775,NAPA,Human,Protein,PASS,151,0,0
SPHK1.4294.16.2,numeric,Sphingosine kinase 1 (SPHK1),4294-16,SL006088,Sphingosine kinase 1,Sphingosine kinase 1,Q9NYA1,8877,SPHK1,Human,Protein,PASS,97,0,0
SPON1.4297.62.3,numeric,Spondin-1 (SPON1),4297-62,SL005115,Spondin-1,Spondin-1,Q9HCB6,10418,SPON1,Human,Protein,PASS,151,0,0
TK1.4301.58.2,numeric,"Thymidine kinase, cytosolic (TK1)",4301-58,SL000057,"Thymidine kinase, cytosolic",Thymidine kinase,P04183,7083,TK1,Human,Protein,PASS,116,0,0
LCORL.4304.18.2,numeric,Ligand-dependent nuclear receptor corepressor-like protein (LCORL),4304-18,SL006698,Ligand-dependent nuclear receptor corepressor-like protein,"transcription factor MLR1, isoform CRA_b",Q8N3X6,254251,LCORL,Human,Protein,PASS,99,0,0
TKT.4306.4.2,numeric,Transketolase (TKT),4306-4,SL003655,Transketolase,Transketolase,P29401,7086,TKT,Human,Protein,PASS,152,0,0
TPI1.4309.59.3,numeric,Triosephosphate isomerase (TPI1),4309-59,SL004812,Triosephosphate isomerase,Triosephosphate isomerase,P60174,7167,TPI1,Human,Protein,PASS,152,0,0
DCTPP1.4314.12.2,numeric,dCTP pyrophosphatase 1 (DCTPP1),4314-12,SL011809,dCTP pyrophosphatase 1,XTP3A,Q9H773,79077,DCTPP1,Human,Protein,PASS,143,0,0
PTPN6.4318.12.3,numeric,Tyrosine-protein phosphatase non-receptor type 6 (PTPN6),4318-12,SL004940,Tyrosine-protein phosphatase non-receptor type 6,PTP-1C,P29350,5777,PTPN6,Human,Protein,PASS,114,0,0
AMN.4322.28.3,numeric,Protein amnionless (AMN),4322-28,SL013489,Protein amnionless,AMNLS,Q9BXJ7,81693,AMN,Human,Protein,PASS,97,0,0
CST2.4324.33.2,numeric,Cystatin-SA (CST2),4324-33,SL008516,Cystatin-SA,CYTT,P09228,1470,CST2,Human,Protein,PASS,151,0,0
BOC.4328.2.2,numeric,Brother of CDO (BOC),4328-2,SL013490,Brother of CDO,BOC,Q9BWV1,91653,BOC,Human,Protein,PASS,150,0,0
CLEC1B.4332.6.2,numeric,C-type lectin domain family 1 member B (CLEC1B),4332-6,SL013488,C-type lectin domain family 1 member B,CLC1B,Q9P126,51266,CLEC1B,Human,Protein,PASS,110,0,0
CRP.4337.49.2,numeric,C-reactive protein (CRP),4337-49,SL000051,C-reactive protein,CRP,P02741,1401,CRP,Human,Protein,PASS,151,0,0
ICAM1.4342.10.2,numeric,Intercellular adhesion molecule 1 (ICAM1),4342-10,SL002922,Intercellular adhesion molecule 1,sICAM-1,P05362,3383,ICAM1,Human,Protein,PASS,150,0,0
DAPK2.4355.13.1,numeric,,,,,,,,,,,,150,0,0
DYRK3.4359.87.1,numeric,,,,,,,,,,,,146,0,0
GDF15.4374.45.2,numeric,Growth/differentiation factor 15 (GDF15),4374-45,SL003869,Growth/differentiation factor 15,MIC-1,Q99988,9518,GDF15,Human,Protein,PASS,152,0,0
DHH.4389.2.1,numeric,Desert hedgehog protein N-product (DHH),4389-2,SL007003,Desert hedgehog protein N-product,DHH,O43323,50846,DHH,Human,Protein,PASS,148,0,0
FGF12.4392.54.2,numeric,Fibroblast growth factor 12 (FGF12),4392-54,SL005161,Fibroblast growth factor 12,FGF-12,P61328,2257,FGF12,Human,Protein,PASS,97,0,0
FGF16.4393.3.1,numeric,Fibroblast growth factor 16 (FGF16),4393-3,SL004334,Fibroblast growth factor 16,FGF-16,O43320,8823,FGF16,Human,Protein,PASS,131,0,0
FGF8.4394.71.2,numeric,Fibroblast growth factor 8 isoform A (FGF8),4394-71,SL014308,Fibroblast growth factor 8 isoform A,FGF-8A,P55075,2253,FGF8,Human,Protein,PASS,125,0,0
IFNL1.4396.54.1,numeric,Interferon lambda-1 (IFNL1),4396-54,SL004348,Interferon lambda-1,IFN-lambda 1,Q8IU54,282618,IFNL1,Human,Protein,PASS,111,0,0
IFNL2.4397.26.2,numeric,Interferon lambda-2 (IFNL2),4397-26,SL004349,Interferon lambda-2,IFN-lambda 2,Q8IZJ0,282616,IFNL2,Human,Protein,PASS,123,0,0
MST1.4407.10.1,numeric,Hepatocyte growth factor-like protein (MST1),4407-10,SL005202,Hepatocyte growth factor-like protein,MSP,P26927,4485,MST1,Human,Protein,PASS,152,0,0
SLPI.4413.3.2,numeric,Antileukoproteinase (SLPI),4413-3,SL001888,Antileukoproteinase,SLPI,P03973,6590,SLPI,Human,Protein,PASS,152,0,0
ADAM12.4420.7.2,numeric,Disintegrin and metalloproteinase domain-containing protein 12 (ADAM12),4420-7,SL009988,Disintegrin and metalloproteinase domain-containing protein 12,ADAM12,O43184,8038,ADAM12,Human,Protein,PASS,131,0,0
BCL2L1.4423.77.2,numeric,Bcl-2-like protein 1 (BCL2L1),4423-77,SL003674,Bcl-2-like protein 1,BCL2-like 1 protein,Q07817,598,BCL2L1,Human,Protein,PASS,122,0,0
CHST6.4429.51.2,numeric,Carbohydrate sulfotransferase 6 (CHST6),4429-51,SL014130,Carbohydrate sulfotransferase 6,CHST6,Q9GZX3,4166,CHST6,Human,Protein,PASS,130,0,0
COLEC11.4430.44.3,numeric,Collectin-11 (COLEC11),4430-44,SL006713,Collectin-11,Collectin Kidney 1,Q9BWP8,78989,COLEC11,Human,Protein,PASS,151,0,0
ENPP7.4435.66.2,numeric,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (ENPP7),4435-66,SL009045,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,ENPP7,Q6UWV6,339221,ENPP7,Human,Protein,PASS,101,0,0
ENTPD3.4436.1.2,numeric,Ectonucleoside triphosphate diphosphohydrolase 3 (ENTPD3),4436-1,SL014093,Ectonucleoside triphosphate diphosphohydrolase 3,ENTP3,O75355,956,ENTPD3,Human,Protein,PASS,141,0,0
ENTPD5.4437.56.3,numeric,Ectonucleoside triphosphate diphosphohydrolase 5 (ENTPD5),4437-56,SL014028,Ectonucleoside triphosphate diphosphohydrolase 5,ENTP5,O75356,957,ENTPD5,Human,Protein,PASS,128,0,0
FCRL3.4440.15.2,numeric,Fc receptor-like protein 3 (FCRL3),4440-15,SL014088,Fc receptor-like protein 3,FCRL3,Q96P31,115352,FCRL3,Human,Protein,PASS,110,0,0
LRRTM3.4453.83.3,numeric,Leucine-rich repeat transmembrane neuronal protein 3 (LRRTM3),4453-83,SL014108,Leucine-rich repeat transmembrane neuronal protein 3,LRRT3,Q86VH5,347731,LRRTM3,Human,Protein,PASS,96,0,0
MFGE8.4455.89.2,numeric,Lactadherin (MFGE8),4455-89,SL006523,Lactadherin,MFGM,Q08431,4240,MFGE8,Human,Protein,PASS,152,0,0
PCSK7.4459.68.2,numeric,Proprotein convertase subtilisin/kexin type 7 (PCSK7),4459-68,SL014069,Proprotein convertase subtilisin/kexin type 7,PCSK7,Q16549,9159,PCSK7,Human,Protein,PASS,141,0,0
PDPK1.4460.8.2,numeric,3-phosphoinositide-dependent protein kinase 1 (PDPK1),4460-8,SL006998,3-phosphoinositide-dependent protein kinase 1,PDPK1,O15530,5170,PDPK1,Human,Protein,PASS,101,0,0
SIGLEC1.4464.10.2,numeric,Sialoadhesin (SIGLEC1),4464-10,SL001753,Sialoadhesin,Sialoadhesin,Q9BZZ2,6614,SIGLEC1,Human,Protein,PASS,80,0,0
