column,type,description,n_unique,n_missing,pct_missing
AC008875.3_CD14_Monocyte,numeric,Expression level of gene AC008875.3 in cell type: CD14_Monocyte,124,0,0
AC008878.2_CD14_Monocyte,numeric,Expression level of gene AC008878.2 in cell type: CD14_Monocyte,106,0,0
AC008878.3_CD14_Monocyte,numeric,Expression level of gene AC008878.3 in cell type: CD14_Monocyte,65,0,0
AC008892.1_CD14_Monocyte,numeric,Expression level of gene AC008892.1 in cell type: CD14_Monocyte,9,0,0
AC008894.2_CD14_Monocyte,numeric,Expression level of gene AC008894.2 in cell type: CD14_Monocyte,47,0,0
AC008894.3_CD14_Monocyte,numeric,Expression level of gene AC008894.3 in cell type: CD14_Monocyte,17,0,0
AC008895.1_CD14_Monocyte,numeric,Expression level of gene AC008895.1 in cell type: CD14_Monocyte,8,0,0
AC008906.1_CD14_Monocyte,numeric,Expression level of gene AC008906.1 in cell type: CD14_Monocyte,8,0,0
AC008906.2_CD14_Monocyte,numeric,Expression level of gene AC008906.2 in cell type: CD14_Monocyte,6,0,0
AC008914.1_CD14_Monocyte,numeric,Expression level of gene AC008914.1 in cell type: CD14_Monocyte,14,0,0
AC008915.2_CD14_Monocyte,numeric,Expression level of gene AC008915.2 in cell type: CD14_Monocyte,19,0,0
AC008953.1_CD14_Monocyte,numeric,Expression level of gene AC008953.1 in cell type: CD14_Monocyte,18,0,0
AC008957.1_CD14_Monocyte,numeric,Expression level of gene AC008957.1 in cell type: CD14_Monocyte,15,0,0
AC008966.1_CD14_Monocyte,numeric,Expression level of gene AC008966.1 in cell type: CD14_Monocyte,8,0,0
AC008969.1_CD14_Monocyte,numeric,Expression level of gene AC008969.1 in cell type: CD14_Monocyte,22,0,0
AC008982.1_CD14_Monocyte,numeric,Expression level of gene AC008982.1 in cell type: CD14_Monocyte,61,0,0
AC008982.2_CD14_Monocyte,numeric,Expression level of gene AC008982.2 in cell type: CD14_Monocyte,131,0,0
AC009005.1_CD14_Monocyte,numeric,Expression level of gene AC009005.1 in cell type: CD14_Monocyte,15,0,0
AC009022.1_CD14_Monocyte,numeric,Expression level of gene AC009022.1 in cell type: CD14_Monocyte,101,0,0
AC009041.1_CD14_Monocyte,numeric,Expression level of gene AC009041.1 in cell type: CD14_Monocyte,6,0,0
AC009041.2_CD14_Monocyte,numeric,Expression level of gene AC009041.2 in cell type: CD14_Monocyte,33,0,0
AC009052.1_CD14_Monocyte,numeric,Expression level of gene AC009052.1 in cell type: CD14_Monocyte,34,0,0
AC009053.1_CD14_Monocyte,numeric,Expression level of gene AC009053.1 in cell type: CD14_Monocyte,22,0,0
AC009060.1_CD14_Monocyte,numeric,Expression level of gene AC009060.1 in cell type: CD14_Monocyte,15,0,0
AC009061.2_CD14_Monocyte,numeric,Expression level of gene AC009061.2 in cell type: CD14_Monocyte,37,0,0
AC009065.3_CD14_Monocyte,numeric,Expression level of gene AC009065.3 in cell type: CD14_Monocyte,3,0,0
AC009065.4_CD14_Monocyte,numeric,Expression level of gene AC009065.4 in cell type: CD14_Monocyte,15,0,0
AC009070.1_CD14_Monocyte,numeric,Expression level of gene AC009070.1 in cell type: CD14_Monocyte,51,0,0
AC009078.1_CD14_Monocyte,numeric,Expression level of gene AC009078.1 in cell type: CD14_Monocyte,15,0,0
AC009084.1_CD14_Monocyte,numeric,Expression level of gene AC009084.1 in cell type: CD14_Monocyte,10,0,0
AC009084.3_CD14_Monocyte,numeric,Expression level of gene AC009084.3 in cell type: CD14_Monocyte,11,0,0
AC009088.1_CD14_Monocyte,numeric,Expression level of gene AC009088.1 in cell type: CD14_Monocyte,18,0,0
AC009088.2_CD14_Monocyte,numeric,Expression level of gene AC009088.2 in cell type: CD14_Monocyte,11,0,0
AC009090.1_CD14_Monocyte,numeric,Expression level of gene AC009090.1 in cell type: CD14_Monocyte,5,0,0
AC009090.6_CD14_Monocyte,numeric,Expression level of gene AC009090.6 in cell type: CD14_Monocyte,13,0,0
AC009093.2_CD14_Monocyte,numeric,Expression level of gene AC009093.2 in cell type: CD14_Monocyte,36,0,0
AC009093.3_CD14_Monocyte,numeric,Expression level of gene AC009093.3 in cell type: CD14_Monocyte,6,0,0
AC009093.8_CD14_Monocyte,numeric,Expression level of gene AC009093.8 in cell type: CD14_Monocyte,26,0,0
AC009093.9_CD14_Monocyte,numeric,Expression level of gene AC009093.9 in cell type: CD14_Monocyte,29,0,0
AC009094.1_CD14_Monocyte,numeric,Expression level of gene AC009094.1 in cell type: CD14_Monocyte,7,0,0
AC009107.2_CD14_Monocyte,numeric,Expression level of gene AC009107.2 in cell type: CD14_Monocyte,35,0,0
AC009113.1_CD14_Monocyte,numeric,Expression level of gene AC009113.1 in cell type: CD14_Monocyte,17,0,0
AC009118.2_CD14_Monocyte,numeric,Expression level of gene AC009118.2 in cell type: CD14_Monocyte,7,0,0
AC009118.3_CD14_Monocyte,numeric,Expression level of gene AC009118.3 in cell type: CD14_Monocyte,19,0,0
AC009120.1_CD14_Monocyte,numeric,Expression level of gene AC009120.1 in cell type: CD14_Monocyte,13,0,0
AC009120.2_CD14_Monocyte,numeric,Expression level of gene AC009120.2 in cell type: CD14_Monocyte,61,0,0
AC009126.1_CD14_Monocyte,numeric,Expression level of gene AC009126.1 in cell type: CD14_Monocyte,35,0,0
AC009127.2_CD14_Monocyte,numeric,Expression level of gene AC009127.2 in cell type: CD14_Monocyte,7,0,0
AC009133.1_CD14_Monocyte,numeric,Expression level of gene AC009133.1 in cell type: CD14_Monocyte,59,0,0
AC009133.3_CD14_Monocyte,numeric,Expression level of gene AC009133.3 in cell type: CD14_Monocyte,9,0,0
AC009133.4_CD14_Monocyte,numeric,Expression level of gene AC009133.4 in cell type: CD14_Monocyte,8,0,0
AC009133.5_CD14_Monocyte,numeric,Expression level of gene AC009133.5 in cell type: CD14_Monocyte,9,0,0
AC009133.6_CD14_Monocyte,numeric,Expression level of gene AC009133.6 in cell type: CD14_Monocyte,117,0,0
AC009163.5_CD14_Monocyte,numeric,Expression level of gene AC009163.5 in cell type: CD14_Monocyte,74,0,0
AC009220.2_CD14_Monocyte,numeric,Expression level of gene AC009220.2 in cell type: CD14_Monocyte,16,0,0
AC009228.1_CD14_Monocyte,numeric,Expression level of gene AC009228.1 in cell type: CD14_Monocyte,16,0,0
AC009244.1_CD14_Monocyte,numeric,Expression level of gene AC009244.1 in cell type: CD14_Monocyte,8,0,0
AC009245.1_CD14_Monocyte,numeric,Expression level of gene AC009245.1 in cell type: CD14_Monocyte,60,0,0
AC009283.1_CD14_Monocyte,numeric,Expression level of gene AC009283.1 in cell type: CD14_Monocyte,14,0,0
AC009299.3_CD14_Monocyte,numeric,Expression level of gene AC009299.3 in cell type: CD14_Monocyte,10,0,0
AC009302.1_CD14_Monocyte,numeric,Expression level of gene AC009302.1 in cell type: CD14_Monocyte,57,0,0
AC009303.2_CD14_Monocyte,numeric,Expression level of gene AC009303.2 in cell type: CD14_Monocyte,29,0,0
AC009303.4_CD14_Monocyte,numeric,Expression level of gene AC009303.4 in cell type: CD14_Monocyte,19,0,0
AC009309.1_CD14_Monocyte,numeric,Expression level of gene AC009309.1 in cell type: CD14_Monocyte,12,0,0
AC009318.1_CD14_Monocyte,numeric,Expression level of gene AC009318.1 in cell type: CD14_Monocyte,18,0,0
AC009318.3_CD14_Monocyte,numeric,Expression level of gene AC009318.3 in cell type: CD14_Monocyte,12,0,0
AC009362.1_CD14_Monocyte,numeric,Expression level of gene AC009362.1 in cell type: CD14_Monocyte,37,0,0
AC009403.1_CD14_Monocyte,numeric,Expression level of gene AC009403.1 in cell type: CD14_Monocyte,35,0,0
AC009403.2_CD14_Monocyte,numeric,Expression level of gene AC009403.2 in cell type: CD14_Monocyte,20,0,0
AC009404.1_CD14_Monocyte,numeric,Expression level of gene AC009404.1 in cell type: CD14_Monocyte,27,0,0
AC009412.1_CD14_Monocyte,numeric,Expression level of gene AC009412.1 in cell type: CD14_Monocyte,15,0,0
AC009413.1_CD14_Monocyte,numeric,Expression level of gene AC009413.1 in cell type: CD14_Monocyte,35,0,0
AC009487.2_CD14_Monocyte,numeric,Expression level of gene AC009487.2 in cell type: CD14_Monocyte,24,0,0
AC009495.3_CD14_Monocyte,numeric,Expression level of gene AC009495.3 in cell type: CD14_Monocyte,4,0,0
AC009517.1_CD14_Monocyte,numeric,Expression level of gene AC009517.1 in cell type: CD14_Monocyte,17,0,0
AC009522.1_CD14_Monocyte,numeric,Expression level of gene AC009522.1 in cell type: CD14_Monocyte,17,0,0
AC009533.1_CD14_Monocyte,numeric,Expression level of gene AC009533.1 in cell type: CD14_Monocyte,18,0,0
AC009554.1_CD14_Monocyte,numeric,Expression level of gene AC009554.1 in cell type: CD14_Monocyte,24,0,0
AC009554.2_CD14_Monocyte,numeric,Expression level of gene AC009554.2 in cell type: CD14_Monocyte,19,0,0
AC009570.2_CD14_Monocyte,numeric,Expression level of gene AC009570.2 in cell type: CD14_Monocyte,42,0,0
AC009630.1_CD14_Monocyte,numeric,Expression level of gene AC009630.1 in cell type: CD14_Monocyte,43,0,0
AC009630.3_CD14_Monocyte,numeric,Expression level of gene AC009630.3 in cell type: CD14_Monocyte,15,0,0
AC009690.1_CD14_Monocyte,numeric,Expression level of gene AC009690.1 in cell type: CD14_Monocyte,89,0,0
AC009690.2_CD14_Monocyte,numeric,Expression level of gene AC009690.2 in cell type: CD14_Monocyte,40,0,0
AC009690.3_CD14_Monocyte,numeric,Expression level of gene AC009690.3 in cell type: CD14_Monocyte,8,0,0
AC009779.2_CD14_Monocyte,numeric,Expression level of gene AC009779.2 in cell type: CD14_Monocyte,7,0,0
AC009779.3_CD14_Monocyte,numeric,Expression level of gene AC009779.3 in cell type: CD14_Monocyte,201,0,0
AC009779.4_CD14_Monocyte,numeric,Expression level of gene AC009779.4 in cell type: CD14_Monocyte,43,0,0
AC009812.1_CD14_Monocyte,numeric,Expression level of gene AC009812.1 in cell type: CD14_Monocyte,26,0,0
AC009812.2_CD14_Monocyte,numeric,Expression level of gene AC009812.2 in cell type: CD14_Monocyte,1,0,0
AC009812.4_CD14_Monocyte,numeric,Expression level of gene AC009812.4 in cell type: CD14_Monocyte,9,0,0
AC009831.1_CD14_Monocyte,numeric,Expression level of gene AC009831.1 in cell type: CD14_Monocyte,27,0,0
AC009831.3_CD14_Monocyte,numeric,Expression level of gene AC009831.3 in cell type: CD14_Monocyte,20,0,0
AC009879.2_CD14_Monocyte,numeric,Expression level of gene AC009879.2 in cell type: CD14_Monocyte,13,0,0
AC009879.3_CD14_Monocyte,numeric,Expression level of gene AC009879.3 in cell type: CD14_Monocyte,8,0,0
AC009927.1_CD14_Monocyte,numeric,Expression level of gene AC009927.1 in cell type: CD14_Monocyte,10,0,0
AC009948.1_CD14_Monocyte,numeric,Expression level of gene AC009948.1 in cell type: CD14_Monocyte,37,0,0
AC009948.2_CD14_Monocyte,numeric,Expression level of gene AC009948.2 in cell type: CD14_Monocyte,4,0,0
AC009948.3_CD14_Monocyte,numeric,Expression level of gene AC009948.3 in cell type: CD14_Monocyte,15,0,0
AC009948.4_CD14_Monocyte,numeric,Expression level of gene AC009948.4 in cell type: CD14_Monocyte,8,0,0
AC009950.1_CD14_Monocyte,numeric,Expression level of gene AC009950.1 in cell type: CD14_Monocyte,139,0,0
AC009951.4_CD14_Monocyte,numeric,Expression level of gene AC009951.4 in cell type: CD14_Monocyte,52,0,0
AC009961.1_CD14_Monocyte,numeric,Expression level of gene AC009961.1 in cell type: CD14_Monocyte,12,0,0
AC009961.3_CD14_Monocyte,numeric,Expression level of gene AC009961.3 in cell type: CD14_Monocyte,5,0,0
AC009996.1_CD14_Monocyte,numeric,Expression level of gene AC009996.1 in cell type: CD14_Monocyte,19,0,0
AC010132.3_CD14_Monocyte,numeric,Expression level of gene AC010132.3 in cell type: CD14_Monocyte,180,0,0
AC010149.1_CD14_Monocyte,numeric,Expression level of gene AC010149.1 in cell type: CD14_Monocyte,25,0,0
AC010168.2_CD14_Monocyte,numeric,Expression level of gene AC010168.2 in cell type: CD14_Monocyte,34,0,0
AC010175.1_CD14_Monocyte,numeric,Expression level of gene AC010175.1 in cell type: CD14_Monocyte,15,0,0
AC010182.1_CD14_Monocyte,numeric,Expression level of gene AC010182.1 in cell type: CD14_Monocyte,6,0,0
AC010186.2_CD14_Monocyte,numeric,Expression level of gene AC010186.2 in cell type: CD14_Monocyte,146,0,0
AC010186.3_CD14_Monocyte,numeric,Expression level of gene AC010186.3 in cell type: CD14_Monocyte,19,0,0
AC010186.4_CD14_Monocyte,numeric,Expression level of gene AC010186.4 in cell type: CD14_Monocyte,70,0,0
AC010197.2_CD14_Monocyte,numeric,Expression level of gene AC010197.2 in cell type: CD14_Monocyte,181,0,0
AC010203.1_CD14_Monocyte,numeric,Expression level of gene AC010203.1 in cell type: CD14_Monocyte,20,0,0
AC010226.1_CD14_Monocyte,numeric,Expression level of gene AC010226.1 in cell type: CD14_Monocyte,12,0,0
AC010245.2_CD14_Monocyte,numeric,Expression level of gene AC010245.2 in cell type: CD14_Monocyte,10,0,0
AC010247.1_CD14_Monocyte,numeric,Expression level of gene AC010247.1 in cell type: CD14_Monocyte,43,0,0
AC010247.2_CD14_Monocyte,numeric,Expression level of gene AC010247.2 in cell type: CD14_Monocyte,56,0,0
AC010260.1_CD14_Monocyte,numeric,Expression level of gene AC010260.1 in cell type: CD14_Monocyte,1,0,0
AC010319.4_CD14_Monocyte,numeric,Expression level of gene AC010319.4 in cell type: CD14_Monocyte,3,0,0
AC010320.2_CD14_Monocyte,numeric,Expression level of gene AC010320.2 in cell type: CD14_Monocyte,11,0,0
AC010320.4_CD14_Monocyte,numeric,Expression level of gene AC010320.4 in cell type: CD14_Monocyte,6,0,0
AC010323.1_CD14_Monocyte,numeric,Expression level of gene AC010323.1 in cell type: CD14_Monocyte,146,0,0
AC010326.2_CD14_Monocyte,numeric,Expression level of gene AC010326.2 in cell type: CD14_Monocyte,10,0,0
AC010326.3_CD14_Monocyte,numeric,Expression level of gene AC010326.3 in cell type: CD14_Monocyte,4,0,0
AC010326.4_CD14_Monocyte,numeric,Expression level of gene AC010326.4 in cell type: CD14_Monocyte,23,0,0
AC010327.6_CD14_Monocyte,numeric,Expression level of gene AC010327.6 in cell type: CD14_Monocyte,206,0,0
AC010331.1_CD14_Monocyte,numeric,Expression level of gene AC010331.1 in cell type: CD14_Monocyte,8,0,0
AC010336.8_CD14_Monocyte,numeric,Expression level of gene AC010336.8 in cell type: CD14_Monocyte,19,0,0
AC010343.1_CD14_Monocyte,numeric,Expression level of gene AC010343.1 in cell type: CD14_Monocyte,208,0,0
AC010359.3_CD14_Monocyte,numeric,Expression level of gene AC010359.3 in cell type: CD14_Monocyte,51,0,0
AC010401.1_CD14_Monocyte,numeric,Expression level of gene AC010401.1 in cell type: CD14_Monocyte,17,0,0
AC010422.3_CD14_Monocyte,numeric,Expression level of gene AC010422.3 in cell type: CD14_Monocyte,194,0,0
AC010422.5_CD14_Monocyte,numeric,Expression level of gene AC010422.5 in cell type: CD14_Monocyte,137,0,0
AC010422.6_CD14_Monocyte,numeric,Expression level of gene AC010422.6 in cell type: CD14_Monocyte,38,0,0
AC010422.8_CD14_Monocyte,numeric,Expression level of gene AC010422.8 in cell type: CD14_Monocyte,277,0,0
AC010435.1_CD14_Monocyte,numeric,Expression level of gene AC010435.1 in cell type: CD14_Monocyte,11,0,0
AC010442.1_CD14_Monocyte,numeric,Expression level of gene AC010442.1 in cell type: CD14_Monocyte,45,0,0
AC010442.2_CD14_Monocyte,numeric,Expression level of gene AC010442.2 in cell type: CD14_Monocyte,3,0,0
AC010460.3_CD14_Monocyte,numeric,Expression level of gene AC010460.3 in cell type: CD14_Monocyte,9,0,0
AC010463.1_CD14_Monocyte,numeric,Expression level of gene AC010463.1 in cell type: CD14_Monocyte,64,0,0
AC010468.1_CD14_Monocyte,numeric,Expression level of gene AC010468.1 in cell type: CD14_Monocyte,85,0,0
AC010469.1_CD14_Monocyte,numeric,Expression level of gene AC010469.1 in cell type: CD14_Monocyte,8,0,0
AC010469.2_CD14_Monocyte,numeric,Expression level of gene AC010469.2 in cell type: CD14_Monocyte,10,0,0
AC010491.1_CD14_Monocyte,numeric,Expression level of gene AC010491.1 in cell type: CD14_Monocyte,14,0,0
AC010522.1_CD14_Monocyte,numeric,Expression level of gene AC010522.1 in cell type: CD14_Monocyte,5,0,0
AC010531.1_CD14_Monocyte,numeric,Expression level of gene AC010531.1 in cell type: CD14_Monocyte,17,0,0
AC010531.6_CD14_Monocyte,numeric,Expression level of gene AC010531.6 in cell type: CD14_Monocyte,4,0,0
AC010547.4_CD14_Monocyte,numeric,Expression level of gene AC010547.4 in cell type: CD14_Monocyte,40,0,0
AC010609.1_CD14_Monocyte,numeric,Expression level of gene AC010609.1 in cell type: CD14_Monocyte,15,0,0
AC010615.1_CD14_Monocyte,numeric,Expression level of gene AC010615.1 in cell type: CD14_Monocyte,8,0,0
AC010616.1_CD14_Monocyte,numeric,Expression level of gene AC010616.1 in cell type: CD14_Monocyte,137,0,0
AC010618.3_CD14_Monocyte,numeric,Expression level of gene AC010618.3 in cell type: CD14_Monocyte,20,0,0
AC010619.1_CD14_Monocyte,numeric,Expression level of gene AC010619.1 in cell type: CD14_Monocyte,103,0,0
AC010619.2_CD14_Monocyte,numeric,Expression level of gene AC010619.2 in cell type: CD14_Monocyte,60,0,0
AC010632.2_CD14_Monocyte,numeric,Expression level of gene AC010632.2 in cell type: CD14_Monocyte,9,0,0
AC010636.2_CD14_Monocyte,numeric,Expression level of gene AC010636.2 in cell type: CD14_Monocyte,7,0,0
AC010642.2_CD14_Monocyte,numeric,Expression level of gene AC010642.2 in cell type: CD14_Monocyte,109,0,0
AC010655.4_CD14_Monocyte,numeric,Expression level of gene AC010655.4 in cell type: CD14_Monocyte,8,0,0
AC010680.2_CD14_Monocyte,numeric,Expression level of gene AC010680.2 in cell type: CD14_Monocyte,4,0,0
AC010727.1_CD14_Monocyte,numeric,Expression level of gene AC010727.1 in cell type: CD14_Monocyte,5,0,0
AC010733.1_CD14_Monocyte,numeric,Expression level of gene AC010733.1 in cell type: CD14_Monocyte,18,0,0
AC010733.2_CD14_Monocyte,numeric,Expression level of gene AC010733.2 in cell type: CD14_Monocyte,259,0,0
AC010754.1_CD14_Monocyte,numeric,Expression level of gene AC010754.1 in cell type: CD14_Monocyte,4,0,0
AC010761.1_CD14_Monocyte,numeric,Expression level of gene AC010761.1 in cell type: CD14_Monocyte,57,0,0
AC010761.2_CD14_Monocyte,numeric,Expression level of gene AC010761.2 in cell type: CD14_Monocyte,13,0,0
AC010809.2_CD14_Monocyte,numeric,Expression level of gene AC010809.2 in cell type: CD14_Monocyte,9,0,0
AC010883.1_CD14_Monocyte,numeric,Expression level of gene AC010883.1 in cell type: CD14_Monocyte,9,0,0
AC010883.3_CD14_Monocyte,numeric,Expression level of gene AC010883.3 in cell type: CD14_Monocyte,165,0,0
AC010889.1_CD14_Monocyte,numeric,Expression level of gene AC010889.1 in cell type: CD14_Monocyte,9,0,0
AC010894.3_CD14_Monocyte,numeric,Expression level of gene AC010894.3 in cell type: CD14_Monocyte,61,0,0
AC010894.4_CD14_Monocyte,numeric,Expression level of gene AC010894.4 in cell type: CD14_Monocyte,34,0,0
AC010894.5_CD14_Monocyte,numeric,Expression level of gene AC010894.5 in cell type: CD14_Monocyte,6,0,0
AC010896.1_CD14_Monocyte,numeric,Expression level of gene AC010896.1 in cell type: CD14_Monocyte,14,0,0
AC010969.2_CD14_Monocyte,numeric,Expression level of gene AC010969.2 in cell type: CD14_Monocyte,38,0,0
AC010973.2_CD14_Monocyte,numeric,Expression level of gene AC010973.2 in cell type: CD14_Monocyte,6,0,0
AC010976.1_CD14_Monocyte,numeric,Expression level of gene AC010976.1 in cell type: CD14_Monocyte,32,0,0
AC010978.1_CD14_Monocyte,numeric,Expression level of gene AC010978.1 in cell type: CD14_Monocyte,3,0,0
AC010998.2_CD14_Monocyte,numeric,Expression level of gene AC010998.2 in cell type: CD14_Monocyte,11,0,0
AC011242.1_CD14_Monocyte,numeric,Expression level of gene AC011242.1 in cell type: CD14_Monocyte,12,0,0
AC011246.1_CD14_Monocyte,numeric,Expression level of gene AC011246.1 in cell type: CD14_Monocyte,7,0,0
AC011287.1_CD14_Monocyte,numeric,Expression level of gene AC011287.1 in cell type: CD14_Monocyte,10,0,0
AC011290.2_CD14_Monocyte,numeric,Expression level of gene AC011290.2 in cell type: CD14_Monocyte,10,0,0
AC011330.3_CD14_Monocyte,numeric,Expression level of gene AC011330.3 in cell type: CD14_Monocyte,7,0,0
AC011346.1_CD14_Monocyte,numeric,Expression level of gene AC011346.1 in cell type: CD14_Monocyte,9,0,0
AC011374.2_CD14_Monocyte,numeric,Expression level of gene AC011374.2 in cell type: CD14_Monocyte,10,0,0
AC011379.2_CD14_Monocyte,numeric,Expression level of gene AC011379.2 in cell type: CD14_Monocyte,12,0,0
AC011405.1_CD14_Monocyte,numeric,Expression level of gene AC011405.1 in cell type: CD14_Monocyte,9,0,0
AC011416.3_CD14_Monocyte,numeric,Expression level of gene AC011416.3 in cell type: CD14_Monocyte,6,0,0
AC011444.1_CD14_Monocyte,numeric,Expression level of gene AC011444.1 in cell type: CD14_Monocyte,15,0,0
AC011445.2_CD14_Monocyte,numeric,Expression level of gene AC011445.2 in cell type: CD14_Monocyte,57,0,0
AC011446.1_CD14_Monocyte,numeric,Expression level of gene AC011446.1 in cell type: CD14_Monocyte,6,0,0
AC011446.2_CD14_Monocyte,numeric,Expression level of gene AC011446.2 in cell type: CD14_Monocyte,144,0,0
AC011447.1_CD14_Monocyte,numeric,Expression level of gene AC011447.1 in cell type: CD14_Monocyte,233,0,0
AC011447.3_CD14_Monocyte,numeric,Expression level of gene AC011447.3 in cell type: CD14_Monocyte,18,0,0
AC011448.1_CD14_Monocyte,numeric,Expression level of gene AC011448.1 in cell type: CD14_Monocyte,313,0,0
AC011450.1_CD14_Monocyte,numeric,Expression level of gene AC011450.1 in cell type: CD14_Monocyte,75,0,0
AC011455.2_CD14_Monocyte,numeric,Expression level of gene AC011455.2 in cell type: CD14_Monocyte,44,0,0
AC011462.1_CD14_Monocyte,numeric,Expression level of gene AC011462.1 in cell type: CD14_Monocyte,156,0,0
AC011462.5_CD14_Monocyte,numeric,Expression level of gene AC011462.5 in cell type: CD14_Monocyte,27,0,0
AC011468.2_CD14_Monocyte,numeric,Expression level of gene AC011468.2 in cell type: CD14_Monocyte,15,0,0
AC011476.3_CD14_Monocyte,numeric,Expression level of gene AC011476.3 in cell type: CD14_Monocyte,14,0,0
AC011477.1_CD14_Monocyte,numeric,Expression level of gene AC011477.1 in cell type: CD14_Monocyte,20,0,0
AC011477.2_CD14_Monocyte,numeric,Expression level of gene AC011477.2 in cell type: CD14_Monocyte,16,0,0
AC011477.4_CD14_Monocyte,numeric,Expression level of gene AC011477.4 in cell type: CD14_Monocyte,14,0,0
AC011479.1_CD14_Monocyte,numeric,Expression level of gene AC011479.1 in cell type: CD14_Monocyte,38,0,0
AC011479.4_CD14_Monocyte,numeric,Expression level of gene AC011479.4 in cell type: CD14_Monocyte,21,0,0
AC011491.3_CD14_Monocyte,numeric,Expression level of gene AC011491.3 in cell type: CD14_Monocyte,5,0,0
AC011495.1_CD14_Monocyte,numeric,Expression level of gene AC011495.1 in cell type: CD14_Monocyte,32,0,0
AC011497.2_CD14_Monocyte,numeric,Expression level of gene AC011497.2 in cell type: CD14_Monocyte,100,0,0
AC011498.7_CD14_Monocyte,numeric,Expression level of gene AC011498.7 in cell type: CD14_Monocyte,36,0,0
AC011499.1_CD14_Monocyte,numeric,Expression level of gene AC011499.1 in cell type: CD14_Monocyte,58,0,0
AC011511.1_CD14_Monocyte,numeric,Expression level of gene AC011511.1 in cell type: CD14_Monocyte,46,0,0
AC011511.2_CD14_Monocyte,numeric,Expression level of gene AC011511.2 in cell type: CD14_Monocyte,34,0,0
AC011511.3_CD14_Monocyte,numeric,Expression level of gene AC011511.3 in cell type: CD14_Monocyte,4,0,0
AC011511.4_CD14_Monocyte,numeric,Expression level of gene AC011511.4 in cell type: CD14_Monocyte,83,0,0
AC011511.5_CD14_Monocyte,numeric,Expression level of gene AC011511.5 in cell type: CD14_Monocyte,45,0,0
AC011558.1_CD14_Monocyte,numeric,Expression level of gene AC011558.1 in cell type: CD14_Monocyte,53,0,0
AC011603.2_CD14_Monocyte,numeric,Expression level of gene AC011603.2 in cell type: CD14_Monocyte,105,0,0
AC011611.4_CD14_Monocyte,numeric,Expression level of gene AC011611.4 in cell type: CD14_Monocyte,6,0,0
AC011611.5_CD14_Monocyte,numeric,Expression level of gene AC011611.5 in cell type: CD14_Monocyte,54,0,0
AC011815.1_CD14_Monocyte,numeric,Expression level of gene AC011815.1 in cell type: CD14_Monocyte,9,0,0
AC011825.1_CD14_Monocyte,numeric,Expression level of gene AC011825.1 in cell type: CD14_Monocyte,15,0,0
AC011825.3_CD14_Monocyte,numeric,Expression level of gene AC011825.3 in cell type: CD14_Monocyte,64,0,0
AC011825.4_CD14_Monocyte,numeric,Expression level of gene AC011825.4 in cell type: CD14_Monocyte,4,0,0
AC011912.1_CD14_Monocyte,numeric,Expression level of gene AC011912.1 in cell type: CD14_Monocyte,6,0,0
AC011921.3_CD14_Monocyte,numeric,Expression level of gene AC011921.3 in cell type: CD14_Monocyte,32,0,0
AC011939.1_CD14_Monocyte,numeric,Expression level of gene AC011939.1 in cell type: CD14_Monocyte,39,0,0
AC011979.1_CD14_Monocyte,numeric,Expression level of gene AC011979.1 in cell type: CD14_Monocyte,117,0,0
AC012020.1_CD14_Monocyte,numeric,Expression level of gene AC012020.1 in cell type: CD14_Monocyte,29,0,0
AC012065.4_CD14_Monocyte,numeric,Expression level of gene AC012065.4 in cell type: CD14_Monocyte,9,0,0
AC012065.5_CD14_Monocyte,numeric,Expression level of gene AC012065.5 in cell type: CD14_Monocyte,19,0,0
AC012066.1_CD14_Monocyte,numeric,Expression level of gene AC012066.1 in cell type: CD14_Monocyte,22,0,0
AC012100.2_CD14_Monocyte,numeric,Expression level of gene AC012100.2 in cell type: CD14_Monocyte,17,0,0
AC012146.1_CD14_Monocyte,numeric,Expression level of gene AC012146.1 in cell type: CD14_Monocyte,55,0,0
AC012181.1_CD14_Monocyte,numeric,Expression level of gene AC012181.1 in cell type: CD14_Monocyte,19,0,0
AC012184.2_CD14_Monocyte,numeric,Expression level of gene AC012184.2 in cell type: CD14_Monocyte,98,0,0
AC012184.3_CD14_Monocyte,numeric,Expression level of gene AC012184.3 in cell type: CD14_Monocyte,22,0,0
AC012184.4_CD14_Monocyte,numeric,Expression level of gene AC012184.4 in cell type: CD14_Monocyte,4,0,0
AC012213.5_CD14_Monocyte,numeric,Expression level of gene AC012213.5 in cell type: CD14_Monocyte,70,0,0
AC012254.2_CD14_Monocyte,numeric,Expression level of gene AC012254.2 in cell type: CD14_Monocyte,127,0,0
AC012291.3_CD14_Monocyte,numeric,Expression level of gene AC012291.3 in cell type: CD14_Monocyte,25,0,0
AC012306.2_CD14_Monocyte,numeric,Expression level of gene AC012306.2 in cell type: CD14_Monocyte,17,0,0
AC012309.1_CD14_Monocyte,numeric,Expression level of gene AC012309.1 in cell type: CD14_Monocyte,50,0,0
AC012313.1_CD14_Monocyte,numeric,Expression level of gene AC012313.1 in cell type: CD14_Monocyte,7,0,0
AC012313.3_CD14_Monocyte,numeric,Expression level of gene AC012313.3 in cell type: CD14_Monocyte,112,0,0
AC012321.1_CD14_Monocyte,numeric,Expression level of gene AC012321.1 in cell type: CD14_Monocyte,88,0,0
AC012354.2_CD14_Monocyte,numeric,Expression level of gene AC012354.2 in cell type: CD14_Monocyte,63,0,0
